asn,conglomerate,org_id,org_name,ownership_percentage,ownership_cc,ownership_country_name,rir,source,quote,quote_lang,url,additional_info,inputs,parent_org,target_cc,target_country_name
2323,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2324,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2325,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2326,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2327,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2328,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2329,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2330,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2331,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2332,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2333,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2334,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2335,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2336,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2337,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2338,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2339,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2340,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2341,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2342,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2343,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2344,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2345,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2346,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2347,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2348,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2349,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2350,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2351,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2352,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2353,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2354,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2355,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2356,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2357,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2358,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2359,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2360,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2361,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2362,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2363,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2364,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2365,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2366,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2367,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2368,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2369,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2370,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2371,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2372,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2373,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2374,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2375,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2376,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2377,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
2917,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
3215,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
5511,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
5583,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
8418,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
8891,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
16028,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
20603,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
24600,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
25113,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
25186,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
28708,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
41128,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
199140,FR-ORANGE,ORG-FT2-RIPE,Orange S.A.,22.95,FR,France,RIPE,Company's annual reports,"On December 31, 2019, the French State retained 22.95% of the share capital, held either directly or jointly with Bpifrance Participations.",English,https://www.orange.com/en/content/download/54176/1485255/version/2/file/ORANGE_URD_2019_VA.pdf,,"G, E",,,
19863,GY-GTT,@aut-19863-LACNIC,Guyana Telephone & Telegraph Co.,35.29,GY,Guyana,LACNIC,Company's website,"On June 18th 1990, the Government of Guyana (GOG) and Atlantic Tele-Network (ATN) signed an agreement that would create a new, private limited liability company, GTT. ATN purchased 80 percent of the issued share capital and the GOG retained 20 percent of the company.",English,https://www.gtt.co.gy/why-gtt/about-us,,"G, E",,,
9605,JP-NTT,@aut-9605-JPNIC,"NTT DOCOMO, INC.",34.69,JP,Japan,APNIC,Company's website,Shareholder: NIPPON TELEGRAPH AND TELEPHONE CORPORATION (65.03%),English,https://www.nttdocomo.co.jp/english/corporate/ir/stock/overview/index.html,The Minister of Finance: 34.69% (https://www.ntt.co.jp/ir/shares_e/digest.html),E,,,
4713,JP-NTT,@family-17448,,34.69,JP,Japan,APNIC,Company's website,Shareholder: NIPPON TELEGRAPH AND TELEPHONE CORPORATION (65.03%),English,https://www.ntt.co.jp/ir/shares_e/digest.html,The Minister of Finance: 34.69% (https://www.ntt.co.jp/ir/shares_e/digest.html),"G, E",,,
7515,JP-NTT,@family-17448,,34.69,JP,Japan,APNIC,Company's website,Shareholder: NIPPON TELEGRAPH AND TELEPHONE CORPORATION (65.03%),English,https://www.ntt.co.jp/ir/shares_e/digest.html,The Minister of Finance: 34.69% (https://www.ntt.co.jp/ir/shares_e/digest.html),"G, E",,,
7674,JP-NTT,@family-17448,,34.69,JP,Japan,APNIC,Company's website,Shareholder: NIPPON TELEGRAPH AND TELEPHONE CORPORATION (65.03%),English,https://www.ntt.co.jp/ir/shares_e/digest.html,The Minister of Finance: 34.69% (https://www.ntt.co.jp/ir/shares_e/digest.html),"G, E",,,
9598,JP-NTT,@family-17448,,34.69,JP,Japan,APNIC,Company's website,Shareholder: NIPPON TELEGRAPH AND TELEPHONE CORPORATION (65.03%),English,https://www.ntt.co.jp/ir/shares_e/digest.html,The Minister of Finance: 34.69% (https://www.ntt.co.jp/ir/shares_e/digest.html),"G, E",,,
18131,JP-NTT,@family-17448,,34.69,JP,Japan,APNIC,Company's website,Shareholder: NIPPON TELEGRAPH AND TELEPHONE CORPORATION (65.03%),English,https://www.ntt.co.jp/ir/shares_e/digest.html,The Minister of Finance: 34.69% (https://www.ntt.co.jp/ir/shares_e/digest.html),"G, E",,,
18259,JP-NTT,@family-17448,,34.69,JP,Japan,APNIC,Company's website,Shareholder: NIPPON TELEGRAPH AND TELEPHONE CORPORATION (65.03%),English,https://www.ntt.co.jp/ir/shares_e/digest.html,The Minister of Finance: 34.69% (https://www.ntt.co.jp/ir/shares_e/digest.html),"G, E",,,
23779,JP-NTT,@family-17448,,34.69,JP,Japan,APNIC,Company's website,Shareholder: NIPPON TELEGRAPH AND TELEPHONE CORPORATION (65.03%),English,https://www.ntt.co.jp/ir/shares_e/digest.html,The Minister of Finance: 34.69% (https://www.ntt.co.jp/ir/shares_e/digest.html),"G, E",,,
24265,JP-NTT,@family-17448,,34.69,JP,Japan,APNIC,Company's website,Shareholder: NIPPON TELEGRAPH AND TELEPHONE CORPORATION (65.03%),English,https://www.ntt.co.jp/ir/shares_e/digest.html,The Minister of Finance: 34.69% (https://www.ntt.co.jp/ir/shares_e/digest.html),"G, E",,,
37900,JP-NTT,@family-17448,,34.69,JP,Japan,APNIC,Company's website,Shareholder: NIPPON TELEGRAPH AND TELEPHONE CORPORATION (65.03%),English,https://www.ntt.co.jp/ir/shares_e/digest.html,The Minister of Finance: 34.69% (https://www.ntt.co.jp/ir/shares_e/digest.html),"G, E",,,
37923,JP-NTT,@family-17448,,34.69,JP,Japan,APNIC,Company's website,Shareholder: NIPPON TELEGRAPH AND TELEPHONE CORPORATION (65.03%),English,https://www.ntt.co.jp/ir/shares_e/digest.html,The Minister of Finance: 34.69% (https://www.ntt.co.jp/ir/shares_e/digest.html),"G, E",,,
38629,JP-NTT,@family-17448,,34.69,JP,Japan,APNIC,Company's website,Shareholder: NIPPON TELEGRAPH AND TELEPHONE CORPORATION (65.03%),English,https://www.ntt.co.jp/ir/shares_e/digest.html,The Minister of Finance: 34.69% (https://www.ntt.co.jp/ir/shares_e/digest.html),"G, E",,,
38639,JP-NTT,@family-17448,,34.69,JP,Japan,APNIC,Company's website,Shareholder: NIPPON TELEGRAPH AND TELEPHONE CORPORATION (65.03%),English,https://www.ntt.co.jp/ir/shares_e/digest.html,The Minister of Finance: 34.69% (https://www.ntt.co.jp/ir/shares_e/digest.html),"G, E",,,
38645,JP-NTT,@family-17448,,34.69,JP,Japan,APNIC,Company's website,Shareholder: NIPPON TELEGRAPH AND TELEPHONE CORPORATION (65.03%),English,https://www.ntt.co.jp/ir/shares_e/digest.html,The Minister of Finance: 34.69% (https://www.ntt.co.jp/ir/shares_e/digest.html),"G, E",,,
131155,JP-NTT,@family-17448,,34.69,JP,Japan,APNIC,Company's website,Shareholder: NIPPON TELEGRAPH AND TELEPHONE CORPORATION (65.03%),English,https://www.ntt.co.jp/ir/shares_e/digest.html,The Minister of Finance: 34.69% (https://www.ntt.co.jp/ir/shares_e/digest.html),"G, E",,,
12455,KE-TELKOM,@aut-12455-RIPE,Jambonet Autonomous System,40.0,KE,Kenya,AFRINIC,Company's website,"Established as a telecommunications operator in April 1999, Telkom is 60 per cent owned by Helios Investment Partners, with the remaining stake held by Kenyans through the Government of Kenya.",English,https://telkom.co.ke/get-know-us,,"G, E",,,
33771,KE-SAFARICOM,ORG-SL70-AFRINIC,Safaricom Limited,35.0,KE,Kenya,AFRINIC,Company's annual report,35% Government of Kenya (GoK) (page 6),English,https://www.safaricom.co.ke/images/Downloads/2021_Annual_Report_Single_Spread_Final.pdf,,"G, E",,,
